text,acronym,option_text,label
tension moteur US 500 sélecteur de limitation de tension moteur sur 900 pour les motrices équipées de la prise 2/3 ;  UM 500 Historique TGV373000,US,Unité simple : mode de traction utilisant un seul engin moteur (us tgv = 1 rame tgv - um tgv = 2 rames tgv),1
tension moteur US 500 sélecteur de limitation de tension moteur sur 900 pour les motrices équipées de la prise 2/3 ;  UM 500 Historique TGV373000,US,US (Val-d'Oise),0
tension moteur US 500 sélecteur de limitation de tension moteur sur 900 pour les motrices équipées de la prise 2/3 ;  UM 500 Historique TGV373000,US,Ultra Son,0
tension moteur US 500 sélecteur de limitation de tension moteur sur 900 pour les motrices équipées de la prise 2/3 ;  UM 500 Historique TGV373000,US,Unité de signalisation,0
"Article A502 Signalisation - INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X SPECIAUX DE VOIES A LYON-PERRACHE.   A Lyon-Perrache dans le sens impair, des tableaux lumineux spéciaux de voies sont installés,",PAR,PONT DE L'ARCHE,0
"Article A502 Signalisation - INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X SPECIAUX DE VOIES A LYON-PERRACHE.   A Lyon-Perrache dans le sens impair, des tableaux lumineux spéciaux de voies sont installés,",PAR,"Préposition ""par""",1
"Article A502 Signalisation - INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X SPECIAUX DE VOIES A LYON-PERRACHE.   A Lyon-Perrache dans le sens impair, des tableaux lumineux spéciaux de voies sont installés,",PAR,Plan d'action régularité,0
"Article A502 Signalisation - INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X SPECIAUX DE VOIES A LYON-PERRACHE.   A Lyon-Perrache dans le sens impair, des tableaux lumineux spéciaux de voies sont installés,",PAR,Plan d'action régional,0
"Article A502 Signalisation - INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X SPECIAUX DE VOIES A LYON-PERRACHE.   A Lyon-Perrache dans le sens impair, des tableaux lumineux spéciaux de voies sont installés,",PAR,Poste d'aiguillage et de régulation : assure les commandes des installations de signalisation et la gestion de la circulation des huit lignes à grande vitesse,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,AURILLAC,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Amélioration Continue,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Agent Circulation,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Accord Cadre,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Autorité de Certification,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,ACcès,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Action Corrective,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Agent d'aCcompagnement,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Agent du service Commercial,0
Restrictions commentaires N° AC 72000 Tout le RT /compatibilité : OUI/restriction : néant Historique 69400 Tout le RT /compatibilité : OUI/restriction :,AC,Attestation de Compatibilité du matériel roulant à l'infrastructure,1
Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le RT sont réputés non compatibles sauf si l’EF dispose de l’AC non encore,EF,Escalier Fixe,0
Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le RT sont réputés non compatibles sauf si l’EF dispose de l’AC non encore,EF,Equipement fixe,0
Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le RT sont réputés non compatibles sauf si l’EF dispose de l’AC non encore,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le RT sont réputés non compatibles sauf si l’EF dispose de l’AC non encore,EF,Essai de Frein,0
Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le RT sont réputés non compatibles sauf si l’EF dispose de l’AC non encore,EF,Essai journalier (des freins),0
Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le RT sont réputés non compatibles sauf si l’EF dispose de l’AC non encore,EF,Etablissement flottant,0
"Tout le RT Oui 25000V/50Hertz : Valence (section de séparation 1,5 kv/25kv) à l’entrée LGV, position du",LGV,LORRAINE TGV,0
"Tout le RT Oui 25000V/50Hertz : Valence (section de séparation 1,5 kv/25kv) à l’entrée LGV, position du",LGV,"Ligne à Grande Vitesse :  Ligne désignée comme telle dans la documentation d'exploitation, équipée d'une signalisation de cabine et sur laquelle la vitesse maximale autorisée est supérieure à 220 km/h. Est également désignée comme telle tout raccordement à une de ces lignes équipé d'une signalisation de cabine, quel que soit le taux de vitesse maximal autorisé.",1
près Martel (distribué par EIC Midi Pyrénées)……  GID chargé de l'entretien  Infrapôle de Midi Pyrénées,GID,GIRONDE,0
près Martel (distribué par EIC Midi Pyrénées)……  GID chargé de l'entretien  Infrapôle de Midi Pyrénées,GID,"Gestionnaire d'Infrastructure Délégué :   Organisme, mentionné à l'article 9 du décret 2006-1279 modifié, chargé de la gestion du trafic et des circulations ainsi que du fonctionnement et de l'entretien des installations de sécurité et, le cas échéant, des installations techniques du réseau ferré national.",1
"PN ne permettent pas l’application de l’article 501 du règlement IN 1705, en cas de détresse ou de rupture d’attelage. Dans cette hypothèse, la fermeture du PN est obtenue par actionnement d’un bouton poussoir mis à disposition des agents des trains. Ce bouton poussoir, protégé par un boitier étanche, est équipé d’une serrure à clé de Berne. Il est installé sur le mat d’une pancarte d’identification du PN (Installée",IN,IRUN,0
"PN ne permettent pas l’application de l’article 501 du règlement IN 1705, en cas de détresse ou de rupture d’attelage. Dans cette hypothèse, la fermeture du PN est obtenue par actionnement d’un bouton poussoir mis à disposition des agents des trains. Ce bouton poussoir, protégé par un boitier étanche, est équipé d’une serrure à clé de Berne. Il est installé sur le mat d’une pancarte d’identification du PN (Installée",IN,Infrastructure,1
"PN ne permettent pas l’application de l’article 501 du règlement IN 1705, en cas de détresse ou de rupture d’attelage. Dans cette hypothèse, la fermeture du PN est obtenue par actionnement d’un bouton poussoir mis à disposition des agents des trains. Ce bouton poussoir, protégé par un boitier étanche, est équipé d’une serrure à clé de Berne. Il est installé sur le mat d’une pancarte d’identification du PN (Installée",IN,Indemnité horaire de nuit,0
"PN ne permettent pas l’application de l’article 501 du règlement IN 1705, en cas de détresse ou de rupture d’attelage. Dans cette hypothèse, la fermeture du PN est obtenue par actionnement d’un bouton poussoir mis à disposition des agents des trains. Ce bouton poussoir, protégé par un boitier étanche, est équipé d’une serrure à clé de Berne. Il est installé sur le mat d’une pancarte d’identification du PN (Installée",IN,Intermédiaire,0
BAL block automatique lumineux CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
BAL block automatique lumineux CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire,EF,Etablissement flottant,0
BAL block automatique lumineux CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire,EF,Essai journalier (des freins),0
BAL block automatique lumineux CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire,EF,Escalier Fixe,0
BAL block automatique lumineux CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire,EF,Essai de Frein,0
BAL block automatique lumineux CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire,EF,Equipement fixe,0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EAS,ETALANS,0
DBC détecteur boite chaude EAS équipement agent seul EF entreprise ferroviaire EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN,EAS,"Équipement Agent Seul. Concrètement, pour qu'un train soit EAS, il faut que le matériel soit équipé : de moyens de surveillance lors d'arrêts en gare, de la commande de fermeture des portes, de la veille automatique (VA), de la radio sol-train (RST), de la sonorisation (annonces voyageurs), de la communication par interphonie en cas de signal d'alarme (SAI). Si toutes ces conditions sont réunies, le conducteur peut être le seul agent présent à bord du train.",1
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Translateur,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,TROYES,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Transit,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Transmission rigide,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,filière Transports Routiers,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Température de référence,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Tableau de roulement,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Talonnable renversable,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-",TR,Téléphone régulateur,0
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,"Détecteur d'Éboulements.  Dispositif relié à des filets en zone de danger d'éboulement, permettant d'avertir le personnel de l'établissement correspondant lors d'un éboulement sur la ligne.",0
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,Demande d'essai,0
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,"article ""de""",1
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,Desarmement,0
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,Données d'entrée.,0
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,DIEPPE,0
"- INDICATIONS DONNEES PAR CERTAINS TABLEAUX LUMINEU X DE DIRECTION ENTRE LA GARE DE LYON-PART-DIEU ET LYON-GUILLOTIERE  POSTE 15.  Entre la gare de Lyon-Part-Dieu et Lyon-Guillotière Poste 15, dans le sens pair et impair des T.L.D. sont groupés avec certains panneaux présentant l’indication carré. Lorsque le carré cor-",DE,Dossier Estimatif.,0
té Restrictions/ commentaires N° AC VT 08 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique X2100 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique,VT,Journée chômée supplémentaire pour les agents travaillant à temps partiel,0
té Restrictions/ commentaires N° AC VT 08 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique X2100 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique,VT,Visite technique (matériel),0
té Restrictions/ commentaires N° AC VT 08 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique X2100 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique,VT,VenTilateur,0
té Restrictions/ commentaires N° AC VT 08 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique X2100 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique,VT,Vérifications techniques,0
té Restrictions/ commentaires N° AC VT 08 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique X2100 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique,VT,VERTOU,0
té Restrictions/ commentaires N° AC VT 08 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique X2100 Tout le RT – Compatibilité : OUI – Restrictions : Néant Historique,VT,Voie de transmission,0
EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué GSM-R global system for mobil communication for railway HLP haut le pied,EM,électro-magnétique,0
EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué GSM-R global system for mobil communication for railway HLP haut le pied,EM,État membre,0
EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué GSM-R global system for mobil communication for railway HLP haut le pied,EM,EMERAINVILLE PONTAULT COMBAULT,0
EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué GSM-R global system for mobil communication for railway HLP haut le pied,EM,Emetteur,0
EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué GSM-R global system for mobil communication for railway HLP haut le pied,EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué GSM-R global system for mobil communication for railway HLP haut le pied,EM,Étude mécanique,0
AMEC autorisation de mise en exploitation commerciale COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire,EM,Emetteur,0
AMEC autorisation de mise en exploitation commerciale COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire,EM,Étude mécanique,0
AMEC autorisation de mise en exploitation commerciale COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire,EM,électro-magnétique,0
AMEC autorisation de mise en exploitation commerciale COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire,EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
AMEC autorisation de mise en exploitation commerciale COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire,EM,EMERAINVILLE PONTAULT COMBAULT,0
AMEC autorisation de mise en exploitation commerciale COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire,EM,État membre,0
"prédéterminées de trains :  les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec",EM,électro-magnétique,0
"prédéterminées de trains :  les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec",EM,Emetteur,0
"prédéterminées de trains :  les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec",EM,EMERAINVILLE PONTAULT COMBAULT,0
"prédéterminées de trains :  les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec",EM,État membre,0
"prédéterminées de trains :  les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec",EM,Étude mécanique,0
"prédéterminées de trains :  les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,  la limite de résistance des attelages standards [en distinguant éventuellement avec",EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
"EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué LRA  limite de résistance des attelages RFN réseau ferré national ""RT"" ""renseignements techniques""",GID,"Gestionnaire d'Infrastructure Délégué :   Organisme, mentionné à l'article 9 du décret 2006-1279 modifié, chargé de la gestion du trafic et des circulations ainsi que du fonctionnement et de l'entretien des installations de sécurité et, le cas échéant, des installations techniques du réseau ferré national.",1
"EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué LRA  limite de résistance des attelages RFN réseau ferré national ""RT"" ""renseignements techniques""",GID,GIRONDE,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Enquête publique,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,"Entretien Professionnel :   Il constitue un moment clé d'échange, consacré aux perspectives d'évolution professionnelle, notamment en termes de qualification et d'emploi. Il permet de faire le point sur les acquis des formations déjà suivies et d'identifier les besoins de développement des compétences du salarié. C'est une obligation légale. Il est préconisé de le réaliser au moment de l'entretien individuel d'appréciation (EIA) ou du rendez-vous professionnel individuel annuel (RPIA).",0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Etude Préliminaire,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,canalisation des Eaux Pluviales,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Exercice pratique,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Enclenchement de proximité,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Équipe-projet,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Embranchement particulier,1
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Échange Prenant,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Etablissement public,0
EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EP embranchement particulier EPSF établissement public de sécurité ferroviaire GI gestionnaire d'infrastructure,EP,Empreinte de patinage,0
AGC automoteur grande capacité AMEC autorisation de mise en exploitation commerciale EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EF entreprise ferroviaire,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
AGC automoteur grande capacité AMEC autorisation de mise en exploitation commerciale EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EF entreprise ferroviaire,EF,Equipement fixe,0
AGC automoteur grande capacité AMEC autorisation de mise en exploitation commerciale EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EF entreprise ferroviaire,EF,Escalier Fixe,0
AGC automoteur grande capacité AMEC autorisation de mise en exploitation commerciale EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EF entreprise ferroviaire,EF,Essai de Frein,0
AGC automoteur grande capacité AMEC autorisation de mise en exploitation commerciale EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EF entreprise ferroviaire,EF,Essai journalier (des freins),0
AGC automoteur grande capacité AMEC autorisation de mise en exploitation commerciale EIC établissement infrastructure circulation du service chargé de la gestion du trafic et des circulations sur le RFN EF entreprise ferroviaire,EF,Etablissement flottant,0
"− Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation Centre : Pôle Sécurité, COGC Centre, BHR Centre, Gares et Postes concernés   Métier ""Maintenance & Travaux""",BHR,Bureau horaires régional,1
"− Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation Centre : Pôle Sécurité, COGC Centre, BHR Centre, Gares et Postes concernés   Métier ""Maintenance & Travaux""",BHR,BLESLE,0
"− Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation Centre : Pôle Sécurité, COGC Centre, BHR Centre, Gares et Postes concernés   Métier ""Maintenance & Travaux""",BHR,Base horaire régionale (alimentée par thor via harem - infrastructure),0
B du réseau express régional KVB contrôle de vitesse par balises KVBP contrôle de vitesse par balises avec ou sans réouverture RFF Réseau ferré de France RFN réseau ferré national,RFF,Réseau férré de france,1
B du réseau express régional KVB contrôle de vitesse par balises KVBP contrôle de vitesse par balises avec ou sans réouverture RFF Réseau ferré de France RFN réseau ferré national,RFF,ROSCOFF,0
"tesse de type C (C respecte les TIV, N ne respecte pas les TIV). Engin moteur Véhicule ayant la capacité de se déplacer par ses propres moyens (machine ou rame automotrice) Equipement agent seul",TIV,Trafic international voyageur,0
"tesse de type C (C respecte les TIV, N ne respecte pas les TIV). Engin moteur Véhicule ayant la capacité de se déplacer par ses propres moyens (machine ou rame automotrice) Equipement agent seul",TIV,THIVIERS,0
"tesse de type C (C respecte les TIV, N ne respecte pas les TIV). Engin moteur Véhicule ayant la capacité de se déplacer par ses propres moyens (machine ou rame automotrice) Equipement agent seul",TIV,Tableau indicateur de vitesse,1
"1.2. Objet Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler",EM,État membre,0
"1.2. Objet Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler",EM,Emetteur,0
"1.2. Objet Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler",EM,électro-magnétique,0
